respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Qual a rede pública federal de ensino você faz parte ?,Qual a sua idade? ,Gênero com o qual você se identifica:,"Se você nasceu no Brasil, em qual Estado?",Você estudou em Rede Pública ou Rede Privada nos Ensinos Fundamental e Médio?,Qual o nível de escolaridade alcançado por seu pai?,Qual o nível de escolaridade alcançado por sua mãe?,"De acordo com os critérios estabelecidos pelo IBGE, como você se reconhece em termos de cor ou raça?",Qual a condição de domicílio em que você vive?,"Você tem filhos? Se sim, quantos morando com você?","Qual a sua principal graduação cursada? Caso tenha mais de uma, indique a mais importante para a sua carreira docente.",Preencha a quantidade de títulos e estágios pós-doutorais obtidos por você:,,,,,De qual Universidade e Campus você faz parte (lotação)? [Incluindo os/as Aposentados/as],Qual a estimativa de distância entre a sua moradia e o local de trabalho?,Qual o seu vínculo com a Universidade?,Você recebe remuneração de qual regime de trabalho? ,Em qual estágio você se encontra na carreira (classe/nível)? [INCLUINDO OS/AS APOSENTADOS/AS],Você teve experiência docente antes do vínculo na universidade atual?,,,,,,"Sendo aposentado/a, quais as atividades você desenvolve na Universidade no momento? [MARQUE VÁRIAS OPÇÕES] [EFETIVOS - MARCAR NSA]",,,,,,,,,,,"Sendo efetivo ou aposentado, em que ano você tomou posse na Universidade a qual está vinculado atualmente? [MARQUE NÃO SE APLICA - SUBSTITUTOS E VISITANTES]","Destas atividades, marque TODAS as que são recorrentes na sua rotina de trabalho ANTES da pandemia.[MARQUE VÁRIAS OPÇÕES]",,,,,,,,,,,,,,,,"Avalie sua satisfação/insatisfação no que tange as suas condições de trabalho docente neste momento de pandemia. *Marque Não Se Aplica (NSA), caso seja aposentado/a.","Em geral, especifique (MARCAR PRINCIPAL) a sua maior insatisfação decorrente do trabalho na Universidade. [INCLUINDO OS/AS APOSENTADOS/AS, SUBSTITUTOS E VISITANTES]","Na sua rotina de trabalho na universidade, você reconhece atitudes de estresse nas relações interpessoais? [NÃO SE APLICA PARA QUEM NÃO ESTÁ ATUANDO]","Nos últimos três anos, você buscou acompanhamento psicológico ou psiquiátrico?",Você possui Plano de Saúde?,Você percebe que a sua carga horária semanal excede o previsto no seu regime de trabalho?,Qual a sua renda familiar?,"Sobre a atividade de ensino, você ministra aula:[Marque várias opções]",,,,,Qual a média anual de orientações que você realizou nos últimos três anos?,,,,,"Nos últimos três anos quais destas atividades você desempenhou na Universidade?[NSA - PARA QUEM NÃO EXERCEU NENHUMA ATIVIDADE, INCLUSIVE APOSENTADO/A]",,,,,,,,,,,,,Qual seu vínculo atual com a APUB?,"Sendo filiado à APUB, por quais motivos você decidiu se filiar ao sindicato? [MARQUE VÁRIAS OPÇÕES]",,,,,,,,,Qual o seu tempo de sindicalização?,Por quais motivos você decidiu NÃO se filiar a um sindicato?[MARQUE VÁRIAS OPÇÕES].,,,,,,,,,"Você que NÃO é filiado/a a um sindicato, diria que é provável se filiar nos próximos 18 meses?","No dia a dia, quais os três principais meios de comunicação em que você mais se informa? [MARQUE ATÉ TRÊS OPÇÕES]",,,,,,"Independente da filiação à APUB, marque os meios de comunicação do sindicato acessados por você. [MARQUE VÁRIAS OPÇÕES]",,,,,,,,,"Em geral, qual o grau de importância você confere a estas ações políticas cotidianas?",,,,,,,,,,,,,,,Quais as atividades você tem participado politicamente da vida universitária? [MARQUE VÁRIAS OPÇÕES],,,,,,,,,Qual a importância você atribui às ações organizadas pela APUB?[RESPONDER FILIADOS/AS E NÃO-FILIADOS/AS],,,,,,,,,,,,,,,,,,,,,"Em sua opinião, quais devem ser as três prioridades da APUB na conjuntura atual? [MARQUE ATÉ TRÊS OPÇÕES INDEPENDENTE DA FILIAÇÃO]",,,,,,,,,,,,Você possui vínculo/filiação com algum partido político?,"Você participa de maneira orgânica de movimentos sociais?  (ambientalista, feminista, sindical, antirracista, etc.)",Agradecemos você ter chegado até o final deste questionário. Fique à vontade caso queira comentar algo que não foi abordado pela pesquisa.
,,,,,,,,,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Graduação.,Pós-Graduação Lato Sensu (MBA e Especialização),Mestrado.,Doutorado.,Pós-Doutorado.,Response,Response,Response,Response,Response,Rede pública de Educação Básica.,Rede Privada de Educação Básica.,Institutos Federais (antigo CEFET),Faculdades e Universidades Particulares.,Universidades Estaduais.,Universidades Federais.,Não Se Aplica (NSA).,Atuação em Pesquisa ligada à Programa de Pós-Graduação.,Docência na Graduação.,Docência na Pós-Graduação Lato Sensu.,Docência na Pós-Graduação Stricto Sensu.,Editoria de Revistas científicas.,"Ocupação de Conselhos, Cargos de Gestão e Assessoramento.","Atuação em Sindicato (Direção, Grupos de Trabalho, Comissões, Conselhos, etc.)","Participação em comissões institucionais da Universidade (eventos científicos, planejamento, reuniões, etc.).",Nenhuma das alternativas anteriores.,Outro (especifique),Response,Aulas presenciais na graduação.,Aulas presenciais na Pós-Graduação,Atuação na modalidade de Ensino á Distância (EAD).,Atuação na Gestão da Universidade.,Leitura e resposta de e-mails institucionais e mensagens de whatsapp.,Leitura de jornais e sites de notícias atinentes à Universidade e Educação.,Reuniões presenciais de Colegiado e Comissões.,Emissão de pareceres e participação em bancas examinadoras.,"Leitura de artigos, relatórios e livros para fins acadêmicos.","Escrita de artigos, relatórios e livros para fins acadêmicos.",Participação em comitê editorial e/ou comissão científica.,"Organização de eventos locais, regionais, nacionais e internacionais.","Participação em eventos científicos (ouvinte, palestrante, mediação de mesa, etc.)",Preparação de aulas e avaliações.,"Atividades de Pesquisa (reuniões, linhas de pesquisa, orientações, etc.)",Atividades de Extensão.,Response,Response,Response,Response,Response,Response,Response,Graduação à distância.,Graduação presencial.,Pós-graduação à distância.,Pós-graduação presencial.,Todas as alternativas anteriores.,Orientação de TCC.,"Orientação de PET, PIBIC, PIBID e PIBIT.",Orientação de Mestrado.,Orientação de Doutorado.,Outros.,Não Se Aplica (NSA).,Coordenação de colegiado de curso de graduação.,Coordenação de área do conhecimento.,Representante do colegiado.,Coordenação de pós-graduação lato-sensu,Coordenador de colegiado de pós-graduação stricto sensu,Chefe de departamento,Direção de unidade/faculdade,Editor de revista científica,Líder ou vice-líder de grupo de pesquisa.,Atividades de função/nomeação na reitoria e/ou pró-reitorias.,Atividades e consultoria em outros órgãos públicos fora da Universidade.,Outros.,Response,Assistência/Assessoria Jurídica.,Conquista de acordo coletivo e melhorias na carreira.,Convênios (descontos em lojas e serviços).,Eventos Culturais.,Formação política e/ou sindical.,"Importância das Mobilizações de caráter público (atos, protestos, paralisações, reuniões, assembleias e greve).",Convite/Indicação de colega.,Reconhecimento/Valorização do papel do sindicato.,Outro (especifique),Response,Não se sente representado.,É contrário á atuação de sindicato.,Não vê benefícios.,Não conhece o sindicato.,Não possui tempo.,Processo de filiação é difícil.,O desconto é muito alto.,Não conhece ninguém que participa.,Outro (especifique),Response,Facebook.,Instagram.,Twitter.,Jornal impresso ou Digital,Sites e Blogs.,Whatsapp.,"Comunicação visual (faixas, banners, panfletos, materiais impressos, entre outros).",E-mail.,Facebook.,Instagram.,Jornal do sindicato.,Site do sindicato.,Contato com dirigente sindical e/ou conselho de representante.,Whatsapp.,Não acompanho as comunicações do sindicato.,Assinatura de manifestos on-line,"Debates em redes sociais (grupos de whatsapp, Instagram, facebook, etc.)",Participação das Assembleias do sindicato,Participação de reuniões de movimento social,Presença em Audiências Públicas,Atuação em partidos políticos,Presença em manifestações de rua,Contribuição na organização de campanhas eleitorais,Atuação no sindicato docente.,Voto nas eleições para conselhos de controle social,"Atuação em associações e conselhos profissionais (CREA, CRENF, CREMEB, etc.)",Conselhos gestores de caráter público,Contato com autoridades e/ou políticos,Participação em eventos de Organizações da Sociedade Civil (OSC),Composição de Associações sem fins lucrativos.,"Participo (faz campanha, acompanha debates) das eleições para Reitoria",Voto em eleições da Reitoria.,"Participo (faz campanha, acompanha debates) das eleições para Diretoria da Unidade.",Voto nas eleições para Diretoria da Unidade.,Faço parte de um coletivo dentro da Universidade.,Participo de eleições para Representantes em Conselhos Superiores.,Assino manifestos dentro da Universidade.,"Participação nas atividades (GT’s, Assembléias, Votações, Mobilizações) do sindicato.",Outro (especifique),Reuniões públicas.,Debates públicos sobre a conjuntura nacional e internacional.,Assembleias docentes.,"Mobilizações de caráter público (atos, protestos e paralisação).",Greve da categoria docente.,Encontros e debates sobre a carreira docente.,Eventos culturais.,"Participar de atividades sindicais de outras entidades (Centrais, Federações, etc.).",Convênios (descontos em lojas e serviços).,Assessoria jurídica.,"Atividades de cuidado, qualidade de vida e acolhimento.",Plano de Saúde.,Alianças e apoio a movimentos sociais.,Divulgação e comunicação de atividades científicas.,Apoio financeiro a eventos e ações sociais/políticas.,Apoio financeiro a eventos e ações acadêmicas e publicações.,Participar da organização das eleições para Reitoria.,Participar em comissões eleitorais da vida universitária.,Indicar membros (docentes) para Conselhos e Organizações da Sociedade Civil;,Formação política e/ou sindical (cursos e palestras).,Organizar a eleição de Representantes docente aos conselhos superiores.,Defesa da Universidade e da carreira docente.,Criação de parcerias e convênios.,Novos canais de comunicação e divulgação das ações.,Parceria com corretoras de Plano de Saúde.,Reformulação e qualificação da Assessoria Jurídica.,Mais eventos sociais e culturais.,Valorização da Extensão.,"Conquistas coletivas, salariais e de progressão de carreira.",Ampliar a participação política.,Realizar cursos de formação sindical.,Organizar atendimentos para cuidado e saúde docente.,Outro (especifique),Response,Response,Open-Ended Response
12078929315,260852298,10/15/2020 10:47:41 AM,10/15/2020 11:11:50 AM,187.65.152.121,,,,,Universidade Federal.,,Feminino.,Bahia,Rede Pública.,Ensino fundamental completo.,Ensino fundamental incompleto.,Parda.,Próprio.,Não tenho filho/a.,Enfermagem - Bacharelado,1,,1,1,,UFBA - Salvador.,1-5 km.,Aposentado.,,,,,,,,,,,,,,,,,,Nenhuma das alternativas anteriores.,,1980,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não Se Aplica (NSA).,"Infraestrutura inadequada para desenvolver o trabalho (espaço, instalações, equipamentos, internet, etc.)",Não Se Aplica (NSA).,Não.,Sim.,Não sabe.,"Entre R$ 10.448,01 e R$ 20.896,00",,,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,,Conquista de acordo coletivo e melhorias na carreira.,,Eventos Culturais.,,"Importância das Mobilizações de caráter público (atos, protestos, paralisações, reuniões, assembleias e greve).",,Reconhecimento/Valorização do papel do sindicato.,,Mais de 30 anos.,,,,,,,,,,,,,,,,Whatsapp.,,E-mail.,,,Jornal do sindicato.,,,Whatsapp.,,Importante.,Muito importante.,Muito importante.,Importante.,Muito importante.,Importante.,Importante.,Importante.,Muito importante.,Importante.,Importante.,Muito importante.,Muito importante.,Importante.,Importante.,,,,Voto nas eleições para Diretoria da Unidade.,,,Assino manifestos dentro da Universidade.,,,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Defesa da Universidade e da carreira docente.,,,,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",,,,,Não sou filiado.,Não.,
12055594705,260852298,10/07/2020 12:37:40 PM,10/07/2020 12:56:33 PM,177.193.213.174,,,,,Universidade Federal.,60 a 70 anos.,Feminino.,Bahia,Rede privada.,Ensino médio completo.,Ensino fundamental completo.,Branca.,Próprio.,Não tenho filho/a.,Outro.,1,1,,,,UFBA - Salvador.,5-15 km,Aposentado.,,,,,,,,,,,,,,,,,,Nenhuma das alternativas anteriores.,,1984,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,,Não se Aplica.,Não se Aplica.,Não Se Aplica (NSA).,Prefiro não responder.,Não Se Aplica (NSA).,Não.,Sim.,Não.,"Entre R$ 6.101,07 e R$ 10.448,00",,Graduação presencial.,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,Assistência/Assessoria Jurídica.,Conquista de acordo coletivo e melhorias na carreira.,,,,,,Reconhecimento/Valorização do papel do sindicato.,,Não sabe.,,,,,,,,,,,Facebook.,Instagram.,,,,Whatsapp.,,E-mail.,,,,,,,,,,Importante.,,Nada Importante.,Nada Importante.,Importante.,Importante.,Pouco Importante.,Nada Importante.,Pouco Importante.,Nada Importante.,Pouco Importante.,Pouco Importante.,Nada Importante.,,,,,,,,,,Importante.,Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Pouco Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Importante.,Importante.,Importante.,Pouco Importante.,Importante.,Defesa da Universidade e da carreira docente.,,Novos canais de comunicação e divulgação das ações.,Parceria com corretoras de Plano de Saúde.,,,,,,,,,Não sou filiado.,Não.,
12055163118,260852298,10/07/2020 10:45:58 AM,10/07/2020 10:46:37 AM,187.105.62.78,,,,,Universidade Federal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12051811701,260852298,10/06/2020 12:48:21 PM,10/06/2020 01:17:48 PM,187.58.43.155,,,,,Universidade Federal.,60 a 70 anos.,Feminino.,Rio de Janeiro,Ambas as redes (Pública e Privada).,Ensino médio completo.,Ensino médio incompleto.,Branca.,Próprio.,1,Enfermagem - Bacharelado,1,1,1,,,UFBA - Salvador.,30-50 km.,Aposentado.,,,,,,,,,Não Se Aplica (NSA).,,,,,,,,,,,1979,Semanal.,,,Semanal.,Semanal.,Semanal.,Mensal.,Não se Aplica.,Semanal.,Semanal.,Bimestral.,Bimestral.,Bimestral.,Semanal.,Bimestral.,Bimestral.,Satisfeito/a.,Dificuldade nas relações interpessoais.,Sim.,Não.,Sim.,Não.,"Entre R$ 3.134,41 e R$ 6.101,06",,Graduação presencial.,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,,,,Representante do colegiado.,,,,Direção de unidade/faculdade,,,,,,Filiado à APUB.,,,,,,"Importância das Mobilizações de caráter público (atos, protestos, paralisações, reuniões, assembleias e greve).",,,,20 a 30 anos.,,,,,,,,,,,,,,,,,,E-mail.,Facebook.,,,,,Whatsapp.,,,Muito importante.,Importante.,Muito importante.,Importante.,Nada Importante.,Pouco Importante.,Muito importante.,Muito importante.,Pouco Importante.,Muito importante.,Pouco Importante.,Nada Importante.,Importante.,Importante.,,,,,,Participo de eleições para Representantes em Conselhos Superiores.,,,,Importante.,Muito Importante.,Pouco Importante.,Nada Importante.,Pouco Importante.,Muito Importante.,Muito Importante.,Importante.,Nada Importante.,Muito Importante.,,Nada Importante.,Pouco Importante.,Muito Importante.,Nada Importante.,Importante.,Importante.,Muito Importante.,Pouco Importante.,Importante.,Importante.,Defesa da Universidade e da carreira docente.,,,,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",,,Organizar atendimentos para cuidado e saúde docente.,,Não sou filiado.,Não.,
12045275899,260852298,10/04/2020 10:17:08 AM,10/04/2020 10:31:54 AM,187.114.180.109,,,,,Universidade Federal.,60 a 70 anos.,Feminino.,Bahia,Ambas as redes (Pública e Privada).,Ensino fundamental incompleto.,Ensino fundamental incompleto.,Parda.,Próprio.,1,Matemática - Bacharelado,,,,,,UFBA - Salvador.,5-15 km,Aposentado.,,,,,,,,,Não Se Aplica (NSA).,,,,,,,,,,,,,,,,,Semanal.,,,,,,,,,,,Não Se Aplica (NSA).,Prefiro não responder.,Não Se Aplica (NSA).,Não.,Sim.,,"Entre R$ 10.448,01 e R$ 20.896,00",,,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,Assistência/Assessoria Jurídica.,,,,,"Importância das Mobilizações de caráter público (atos, protestos, paralisações, reuniões, assembleias e greve).",,Reconhecimento/Valorização do papel do sindicato.,,Mais de 30 anos.,,,,,,,,,,,Facebook.,,,Jornal impresso ou Digital,Sites e Blogs.,,,E-mail.,,,,Site do sindicato.,,,,Importante.,Importante.,Importante.,Importante.,Importante.,Pouco Importante.,Importante.,Pouco Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Muito importante.,Muito importante.,,,,,,,,,,Importante.,Importante.,Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Importante.,Muito Importante.,Importante.,Importante.,Muito Importante.,Importante.,Importante.,Importante.,Importante.,Defesa da Universidade e da carreira docente.,,,,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",,,,,Não sou filiado.,Não.,
12044032937,260852298,10/03/2020 01:16:45 PM,10/03/2020 01:33:46 PM,178.165.131.219,,,,,Universidade Federal.,Acima dos 70 anos.,Feminino.,Bahia,Rede privada.,Ensino médio completo.,Ensino fundamental completo.,Branca.,Próprio.,3,,Nenhum.,Nenhum.,Nenhum.,,,UFBA - Salvador.,1-5 km.,Aposentado.,,,,,,,,,Não Se Aplica (NSA).,,,,,,,,,,moro fora do Brasil,1974,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Semanal.,Semanal.,Não se Aplica.,Não se Aplica.,Semanal.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não Se Aplica (NSA).,"Infraestrutura inadequada para desenvolver o trabalho (espaço, instalações, equipamentos, internet, etc.)",Não Se Aplica (NSA).,Não.,Sim.,,"Entre R$ 3.134,41 e R$ 6.101,06",,,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,,,,,,"Importância das Mobilizações de caráter público (atos, protestos, paralisações, reuniões, assembleias e greve).",,,,Mais de 30 anos.,,,,,,,,,,,Facebook.,,,Jornal impresso ou Digital,Sites e Blogs.,Whatsapp.,,E-mail.,,,,,,,,Importante.,Importante.,Pouco Importante.,Importante.,Pouco Importante.,Pouco Importante.,Pouco Importante.,Pouco Importante.,Importante.,Importante.,Importante.,Importante.,Pouco Importante.,Pouco Importante.,Nada Importante.,,,,,,,,,Nao se apluca,Pouco Importante.,Pouco Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Pouco Importante.,Muito Importante.,Pouco Importante.,Importante.,Pouco Importante.,Pouco Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Defesa da Universidade e da carreira docente.,Criação de parcerias e convênios.,,Parceria com corretoras de Plano de Saúde.,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",Ampliar a participação política.,,Organizar atendimentos para cuidado e saúde docente.,,Não sou filiado.,Não.,"Como nao moro no Brasil, nao tenho como ter maior participacao."
12042621301,260852298,10/02/2020 07:24:09 PM,10/02/2020 07:38:38 PM,187.58.13.60,,,,,Universidade Federal.,60 a 70 anos.,Masculino.,Bahia,Rede Pública.,Ensino fundamental incompleto.,Ensino fundamental completo.,Branca.,Próprio.,1,Letras - Língua Portuguesa - Licenciatura,2,,1,,,UFBA - Salvador.,15-30 km.,Efetivo.,Dedicação Exclusiva.,"Classe C - Professor Adjunto [níveis 1, 2, 3 e 4]",Até 1 ano.,,,,,,Não Se Aplica (NSA).,,,,,,,,,,,2011,Semanal.,,,,,,Bimestral.,,,,,Bimestral.,Bimestral.,Semanal.,Semanal.,,Pouco satisfeito/a.,Prefiro não responder.,Não sabe.,Não.,Sim.,Não.,"Entre R$ 6.101,07 e R$ 10.448,00",Graduação à distância.,Graduação presencial.,,,,6-8,,,,8-10,,,,,,,,,,,,,Outros.,Filiado à APUB.,,,,,,,Convite/Indicação de colega.,,,5 a 10 anos.,,,,,,,,,,,,Instagram.,,,,Whatsapp.,,E-mail.,,Instagram.,,,,Whatsapp.,,Importante.,Muito importante.,Muito importante.,Muito importante.,Muito importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,Importante.,"Participo (faz campanha, acompanha debates) das eleições para Reitoria",,,,,,,,,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Muito Importante.,Importante.,Importante.,Muito Importante.,Muito Importante.,Defesa da Universidade e da carreira docente.,,,,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",,,Organizar atendimentos para cuidado e saúde docente.,,Não sou filiado.,Não.,
12018862302,260852298,09/24/2020 11:41:24 PM,09/25/2020 09:45:52 AM,179.178.226.14,,,,,Universidade Federal.,60 a 70 anos.,Feminino.,Sergipe,Ambas as redes (Pública e Privada).,Ensino médio incompleto.,Ensino médio completo.,Branca.,Próprio.,"0 (tem filhos, mas não mora)",Química - Bacharelado,1,,1,,,UFBA - Salvador.,5-15 km,Aposentado.,,,,,,,,,,,,,,,,,,Nenhuma das alternativas anteriores.,,1974,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não Se Aplica (NSA).,Outra.,Não Se Aplica (NSA).,Sim.,Sim.,,"Entre R$ 10.448,01 e R$ 20.896,00",,,,,,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Nenhum.,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,,,,,,,,,,1 a 5 anos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12009876876,260852298,09/22/2020 12:38:55 PM,09/22/2020 12:55:38 PM,177.8.232.60,,,,,Universidade Federal.,60 a 70 anos.,Masculino.,Bahia,Ambas as redes (Pública e Privada).,Pós-graduação.,Ensino técnico de nível médio.,Parda.,Próprio.,"0 (tem filhos, mas não mora)",Engenharia Elétrica - Bacharelado,1,1,1,1,,UFBA - Salvador.,5-15 km,Aposentado.,,,,,,,,,,,,,,,,,,Nenhuma das alternativas anteriores.,,1980,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não se Aplica.,Não Se Aplica (NSA).,Outra.,Não Se Aplica (NSA).,Não.,Sim.,,"Entre R$ 10.448,01 e R$ 20.896,00",,,,,,,,,,,Não Se Aplica (NSA).,,,,,,,,,,,,,Filiado à APUB.,Assistência/Assessoria Jurídica.,,,,,,,Reconhecimento/Valorização do papel do sindicato.,,Mais de 30 anos.,,,,,,,,,,,,,,Jornal impresso ou Digital,Sites e Blogs.,,,E-mail.,,,,Site do sindicato.,,,,Pouco Importante.,Importante.,Muito importante.,Importante.,Muito importante.,Importante.,Importante.,Pouco Importante.,Importante.,Importante.,Nada Importante.,Pouco Importante.,Importante.,Importante.,Importante.,,,"Participo (faz campanha, acompanha debates) das eleições para Diretoria da Unidade.",Voto nas eleições para Diretoria da Unidade.,,,,,,Importante.,Importante.,Muito Importante.,Importante.,Importante.,Muito Importante.,Importante.,Pouco Importante.,Pouco Importante.,Muito Importante.,Importante.,Pouco Importante.,Importante.,Pouco Importante.,Pouco Importante.,Pouco Importante.,Pouco Importante.,Importante.,Muito Importante.,Pouco Importante.,Importante.,Defesa da Universidade e da carreira docente.,,,,Reformulação e qualificação da Assessoria Jurídica.,,,"Conquistas coletivas, salariais e de progressão de carreira.",,,,,Sou filiado.,Não.,
